Episodio n;Titulo;URL;Año;Mes
Episodio 382;Rock sinfónico 20 Kotebel;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9783-rock-sinfonico-20-kotebel-16-06-17/4068065/;2017;6
Episodio 383;Rock Sinfónico 21 Zenit;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9787-rock-sinfonico-21-zenit-19-06-17/4071091/;2017;6
Episodio 384;Rock Sinfónico The Pineapple Thief 22;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9788-rock-sinfonico-the-pineapple-thief-22-20-06-17/4072503/;2017;6
Episodio 385;Rock sinfónico 23 Iman Califato I.;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9789-rock-sinfonico-23-iman-califato-21-06-17/4074149/;2017;6
Episodio 386;Rock Sinfónico 24 King Crimson;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9790-rock-sinfonico-24-king-crimson-22-06-17/4075444/;2017;6
Episodio 387;Rock sinfónico 25 The Moody Blues;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9791-rock-sinfonico-25-the-moody-blues-23-06-17/4077580/;2017;6
Episodio 388;Rock Sinfónico 26 Vanilla Fudge;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-8792-rock-sinfonico-26-vanilla-fudge-26-06-17/4077103/;2017;6
Episodio 389;Rock sinfónico 27 Soft Machine;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9796-rock-sinfonico-27-soft-machine-27-07-17/4077379/;2017;6
Episodio 390;Rock sinfónico 28 Ars Nova;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9794-rock-sinfonico-28-ars-nova-28-06-17/4086780/;2017;6
Episodio 391;Rock sinfónico 29 Tangerine Dream;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9795-rock-sinfonico-29-tangerine-dream-29-06-17/4086801/;2017;6
Episodio 392;Rock sinfónico 30 Neal Morse;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9796-rock-sinfonico-30-neal-morse-30-06-17/4086791/;2017;6
Episodio 393;Rock Sinfónico 31 Flower Kings;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9800-rock-sinfonico-31-flower-kings-03-07-17/4095361/;2017;7
Episodio 394;Rock Sinfónico 32 Caravan;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9801-rock-sinfonico-32-caravan-04-07-17/4097172/;2017;7
Episodio 395;Rock Sinfónico 33 After Crying;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9802-rock-sinfonico-33-after-crying-05-07-17/4096995/;2017;7
Episodio 396;Rock Sinfónico 34 The Pineapple Thief;http://www.rtve.eshttps://www.rtve.es/play/audios/discopolis/discopolis-9803-rock-sinfonico-34-the-pineapple-thief-06-07-17/4097038/;2017;7
