Episodio n;Titulo;URL;Año;Mes
Episodio 12;1970 (12) Ginger Baker Airforce;http://www.rtve.es/play/audios/discopolis/discopolis-9528-ginger-baker-airforce-28-10-16/3777340/;2016;10
Episodio 13;1970 (13) Amboy Dukes, Joni Mitchell;http://www.rtve.es/play/audios/discopolis/discopolis-9532-1970-13-amboy-dukes-joni-mitchell-31-10-16/3780656/;2016;10
Episodio 14;1970 (14) Ten Years After-Jethro Tull;http://www.rtve.es/play/audios/discopolis/discopolis-9533-1970-14-ten-years-after-jethro-tull-01-11-16/3781901/;2016;11
Episodio 15;1970 (15) Melanie, Cat Stevens 02/11/16;http://www.rtve.es/play/audios/discopolis/discopolis-9534-1970-15-melanie-cat-stevens-02-11-16/3783187/;2016;11
Episodio 16;1970 (16) Miles Davis;http://www.rtve.es/play/audios/discopolis/discopolis-9535-1970-16-miles-davis-03-11-16/3785062/;2016;11
Episodio 17;1970 (17) The Beatles Let it be;http://www.rtve.es/play/audios/discopolis/discopolis-9540-1970-17-the-beatles-let-it-be-08-11-16/3791258/;2016;11
Episodio 18;1970(18) King Crimson - PMP restos;http://www.rtve.es/play/audios/discopolis/discopolis-9555-197018-king-crimson-pmp-restos-21-11-16/3808148/;2016;11
Episodio 19;1970 (19) Eric Burdon War;http://www.rtve.es/play/audios/discopolis/discopolis-221116/3809203/;2016;11
Episodio 20;1970 (20) Cream - Hot Tuna;http://www.rtve.es/play/audios/discopolis/discopolis-9557-1970-20-cream-hot-tuna-23-11-16/3810136/;2016;11
Episodio 21;1970 (21) Deep Purple;http://www.rtve.es/play/audios/discopolis/discopolis-9563-1970-21-deep-purple-28-11-16/3814290/;2016;11
Episodio 22;1970 (22) Soft Machine;http://www.rtve.es/play/audios/discopolis/discopolis-9564-1970-22-soft-machine-29-11-16/3815588/;2016;11
Episodio 23;1970 (23) Free, B S & Tears;http://www.rtve.es/play/audios/discopolis/discopolis-9565-1970-23-free-s-tears-30-11-16/3816572/;2016;11
